-84.31,8.93
-84.84,9.11
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.31,8.93
-84.84,9.11
-84.62,9.03
-84.62,9.03
-84.62,9.03
-84.31,8.93
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.05,-9.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
152.1,-3.8
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
151.85,-3.6833333
-129.098,47.9495
-129.097,47.95
-129.092,47.9625
-129.097,47.95
-129.097,47.95
-129.098,47.9495
-129.098,47.9495
-129.097,47.95
-129.098,47.9495
-129.092,47.9625
-129.097,47.95
-129.092,47.9625
-129.092,47.9625
-129.098,47.9495
-129.097,47.95
-129.098,47.9495
-129.097,47.95
-129.097,47.95
-129.098,47.9495
-129.098,47.9495
-129.092,47.9625
-129.092,47.9625
-129.097,47.95
-129.092,47.9625
-129.092,47.9625
-129.092,47.9625
-129.092,47.9625
-129.097,47.95
-129.092,47.9625
-129.098,47.9495
-129.097,47.95
-129.097,47.95
-129.098,47.9495
-129.092,47.9625
-129.098,47.9495
-129.097,47.95
-129.092,47.9625
-129.098,47.9495
-129.092,47.9625
-129.098,47.9495
-129.098,47.9495
-129.097,47.95
-129.098,47.9495
-129.097,47.95
-129.098,47.9495
-129.092,47.9625
-129.097,47.95
-129.097,47.95
-129.092,47.9625
-129.097,47.95
-129.092,47.9625
-129.098,47.9495
-129.098,47.9495
-129.092,47.9625
-129.098,47.9495
-129.098,47.9495
128.1736817,28.4391
128.1736817,28.4391
128.1736817,28.4391
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-32.16,37.17
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-111.46,27.58
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
-85.9,0.77
