-84.31244503,8.93046775
-84.8429167,8.97043
-84.31299,8.9299
-84.31299,8.9299
-88.839533,9.1178
-84.31244503,8.93046775
-88.839533,9.1178
-84.31244503,8.93046775
-84.31244503,8.93046775
-84.31244503,8.93046775
-84.31244503,8.93046775
-84.839661,9.117368
-84.31167,8.92983
-84.3128,8.9307
-84.31252,8.93075
-84.31252,8.93075
-84.3128,8.9307
-84.84095552,9.118023533
-84.83961667,9.117433333
-84.3133,8.93
-84.3133,8.93
-84.84095552,9.118023533
-84.84095552,9.118023533
-84.839661,9.117368
-84.8429167,8.97043
-84.8429167,8.97043
-84.83961667,9.117433333
-84.31263,8.9308
-84.31263,8.9308
-84.31263,8.9308
-84.8373,8.97071
-84.8373,8.97071
-84.8373,8.97071
-108.39,23.64
-6.2,-6.45
-90.399413,25.376605
-32.16,37.17
-32.16,37.17
-32.16,37.17
110.3969417,16.69427
110.3969417,16.69427
